orig_row,text,n_terms,dominant_topic,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
30805,56 Open-source libraries accelerate machine learning workflows (New York),9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
2687,93 Investors hedge inflation risk using index-linked bonds,8,9,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.9
35358,92 Messi įmušė įspūdingą įvartį Lygų taurėje (Madrid),7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
47511,75 Investors hedge inflation risk using index-linked bonds in a surprise move,9,9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91
15860,22 Transfer rumors suggest a record deal for the young striker,7,3,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013
6601,32 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
2056,64 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
39270,2 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
39584,95 Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą in a surprise move,8,5,0.011,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011
39581,"81 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — You won't believe it",6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
29205,100 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
2689,81 Žvaigždė pasirašė daugiametę sutartį su klubu,5,8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.85,0.017
3647,92 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
20740,53 Coach explains new defensive tactics after the game dėl rinkos reakcijos,8,2,0.011,0.011,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011
18919,You won't believe what happened next — Read more (New York),6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
49648,"41 Top 7 paslaptys, kurias įmonės nenori, kad žinotumėte — You won't believe it",6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
15373,"Ji padarė X — kas nutiks toliau, pribloškia — Find out why (Vilnius)",6,1,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
42238,94 This trick will change your life forever — Number 5 is shocking,6,2,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014
33079,21 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
9039,16 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
5725,42 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
464,"95 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
6468,24 10 reasons you should never buy this gadget,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
1437,43 Treneris aiškino naują gynybos taktiką po rungtynių,6,0,0.871,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014
42063,2 Top 7 secrets companies don't want you to know,5,2,0.017,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017
914,Žvaigždė pasirašė daugiametę sutartį su klubu (New York),7,8,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887,0.013
19556,34 This trick will change your life forever,4,2,0.02,0.02,0.82,0.02,0.02,0.02,0.02,0.02,0.02,0.02
39108,"36 Ji padarė X — kas nutiks toliau, pribloškia",5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
48563,47 Kaip pagreitinti kompiuterį paprastais triukais as markets react,6,5,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014
1881,21 Analysts predict record profits for the banking sector (Berlin),7,4,0.013,0.013,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013
8752,"83 10 priežasčių, kodėl niekada nepirkti šio daikto",6,9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.871
479,14 Startuolis pritraukė 50 mln. USD DI platformos plėtrai,7,0,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
35184,Transfer rumors suggest a record deal for the young striker po pranešimo (Kaunas),9,3,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01
13758,76 10 reasons you should never buy this gadget (London),4,7,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.62,0.02,0.02
16245,"10 priežasčių, kodėl niekada nepirkti šio daikto — Number 5 is shocking (Kaunas)",9,9,0.01,0.01,0.287,0.01,0.01,0.01,0.01,0.01,0.01,0.633
880,„Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (New York),10,1,0.009,0.918,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009
1171,22 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
33321,84 Open-source libraries accelerate machine learning workflows,7,9,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.887
4065,79 She did X — what happens next will shock you,3,7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.775,0.025,0.025
45766,12 Didelė saugumo spraga paveikė milijonus vartotojų,6,6,0.014,0.014,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014
837,Stock market falls amid inflation concerns po pranešimo (Kaunas),8,4,0.011,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011
4028,Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus dėl rinkos reakcijos (Berlin),10,8,0.009,0.009,0.009,0.009,0.009,0.009,0.191,0.009,0.736,0.009
8963,Perėjimų gandai: jaunas puolėjas gali kainuoti rekordą po pranešimo (Berlin),9,5,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01
35402,34 This trick will change your life forever — You won't believe it (Kaunas),7,2,0.013,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013
21578,27 You won't believe what happened next — You won't believe it,5,1,0.017,0.85,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017
16049,61 Atviro kodo bibliotekos pagreitina mašininio mokymosi procesus — analysts say,9,8,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.71,0.01
29744,"7 Negalėsite patikėti, kas įvyko toliau",4,6,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,0.02,0.02
9762,47 Apple unveils a new iPhone with advanced camera and AI features,8,3,0.011,0.011,0.011,0.9,0.011,0.011,0.011,0.011,0.011,0.011
30487,66 Stock market falls amid inflation concerns,6,4,0.014,0.014,0.014,0.014,0.871,0.014,0.014,0.014,0.014,0.014
245,Vietos komanda laimėjo nacionalinį čempionatą pratęsimuose analitikų teigimu,8,0,0.678,0.011,0.011,0.011,0.233,0.011,0.011,0.011,0.011,0.011
43102,49 Major security breach affects millions of users worldwide,7,1,0.013,0.887,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
1177,Žvaigždė pasirašė daugiametę sutartį su klubu as markets react,7,8,0.013,0.013,0.013,0.013,0.013,0.262,0.013,0.013,0.638,0.013
48320,25 „Apple“ pristatė naują iPhone su pažangia kamera ir DI funkcijomis (Madrid),9,1,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
